Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
110,1.3589859008789062e-05,7.867813110351562e-06,7.152557373046875e-06,565738
111,1.239776611328125e-05,1.3113021850585938e-05,1.33514404296875e-05,565738
112,4.220008850097656e-05,8.58306884765625e-06,6.198883056640625e-06,565738
113,8.106231689453125e-06,5.7220458984375e-06,5.245208740234375e-06,565738
114,6.9141387939453125e-06,5.0067901611328125e-06,4.76837158203125e-06,565738
115,6.4373016357421875e-06,4.76837158203125e-06,5.4836273193359375e-06,565738
116,5.7220458984375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
117,5.9604644775390625e-06,4.5299530029296875e-06,4.291534423828125e-06,565738
118,9.036064147949219e-05,1.4781951904296875e-05,9.775161743164062e-06,565738
119,5.125999450683594e-05,1.3113021850585938e-05,3.0994415283203125e-05,565738
120,0.0007007122039794922,8.654594421386719e-05,9.298324584960938e-06,565738
121,1.8596649169921875e-05,5.7220458984375e-06,4.291534423828125e-06,565738
122,1.2874603271484375e-05,4.76837158203125e-06,5.4836273193359375e-06,565738
123,1.0251998901367188e-05,8.344650268554688e-06,8.821487426757812e-06,565738
124,4.482269287109375e-05,2.3603439331054688e-05,4.76837158203125e-06,565738
125,7.152557373046875e-06,4.76837158203125e-06,4.76837158203125e-06,565738
126,1.1920928955078125e-05,1.2159347534179688e-05,9.298324584960938e-06,565738
127,1.8358230590820312e-05,9.5367431640625e-06,7.62939453125e-06,565738
128,1.9311904907226562e-05,8.58306884765625e-06,1.049041748046875e-05,565738
129,2.8371810913085938e-05,1.0728836059570312e-05,9.298324584960938e-06,565738
130,6.508827209472656e-05,1.4781951904296875e-05,1.049041748046875e-05,565738
131,1.71661376953125e-05,5.9604644775390625e-06,5.245208740234375e-06,565738
132,6.9141387939453125e-06,5.0067901611328125e-06,5.0067901611328125e-06,565738
133,6.4373016357421875e-06,5.0067901611328125e-06,2.6226043701171875e-05,565738
134,5.4836273193359375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
135,5.4836273193359375e-06,4.0531158447265625e-06,4.291534423828125e-06,565738
136,5.4836273193359375e-06,4.291534423828125e-06,4.291534423828125e-06,565738
137,5.4836273193359375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
